Category,Subcategory,Business Name,Business Area,Business Address,Area
"Realestate, Building & Construction",Sanitary Ware,Maharashtra Multi Distributors Ltd.,Hadapsar,"Plot No. 98/A-30, Industrial Estate, Behind Kirloskar Pneumatic Compan, Hadapsar, Pune, Maharashtra",Hadapsar
"Realestate, Building & Construction",Sanitary Ware,Sudershan Equipment and Design,Sinhagad Road,"S No.-12/4A, Nanded Phata, Sinhagad Road, Pune, Maharashtra",Sinhagad Road
"Realestate, Building & Construction",Sanitary Ware,M.K Enterprises,Dighi,"Sr No -78/2 Gajanan Maharaj Nagar, Dighi, Pune, Maharashtra",Dighi
"Realestate, Building & Construction",Sanitary Ware,Shree Sadguru Packaging,Talawade,"Gat No. 105, Jyotiba Nagar, Behind Shantai Heights, Talawade, Pune, Maharashtra",Talawade
"Realestate, Building & Construction",Sanitary Ware,Jagg Hastakala,Kothrud,"Khimaya apartment, Shop No. 2, kothrud, Pune, Maharashtra",Kothrud
"Realestate, Building & Construction",Sanitary Ware,Metro Orthotics,Kondhwa,"Office No. 6, 1st Floor, G. S. Towers, Opposite Market Yard, Last Bus Stop, Kondhwa, Pune, Maharashtra",Kondhwa
"Realestate, Building & Construction",Sanitary Ware,Credenzy International,Pune,"B202, Astral Residency Sr. No. 43, Anushree Reality, Jambe-Punawale Road, Punawale, Near Savta Mali Mandi, Pimpri- Chinchwad, -,, Pune, Maharashtra",
"Realestate, Building & Construction",Sanitary Ware,KBR Manufacturing Pvt Ltd,Baner Pashan Link Road,"KBR Manufacturing, 507, S No 52, Baner Business Bay, Baner Pashan Link Road, Pune, Maharashtra",
"Realestate, Building & Construction",Sanitary Ware,KBR Manufacturing Pvt Ltd,Baner Pashan Link Road,"KBR Manufacturing, 507, S No 52, Baner Business Bay, Baner Pashan Link Road, Pune, Maharashtra",
"Realestate, Building & Construction",Sanitary Ware,Cow dung fertilizer,Pune,", Pune, Maharashtra",
"Realestate, Building & Construction",Sanitary Ware,Samarth Enterprises,Chinchwad,"Yashopuram, A-4, Flat No. 20, Pimrpi-Chinchwad Link Road, Chinchwad , Pune, Maharashtra",Chinchwad
"Realestate, Building & Construction",Sanitary Ware,Snap Marketing Private Limited,Shankarsheth Road,"Snap House 322/16, Shankar Sheth Road, Near Indian Oil, Petrol Pump, Loves Chowkh, Shankarsheth Road, Pune, Maharashtra",
"Realestate, Building & Construction",Sanitary Ware,YS LLP,Bavdhan Khurd,"Bavdhan Khurd, Pune, Maharashtra",
"Realestate, Building & Construction",Sanitary Ware,Ashapura Enterprises,Pimpri Chinchwad,"Link Road, Jhulelal Complex, Wing, Flat No. 14, Pimpri, Pimpri Chinchwad, Pune, Maharashtra",
"Realestate, Building & Construction",Sanitary Ware,Deepak Vacuum Technologies Pvt. Ltd.,Bhosari,"Sector no. 7, plot no. 103,  PCNTDA, Industrial Area, Bhosari,  Pune, Maharashtra",Bhosari
"Realestate, Building & Construction",Sanitary Ware,KINGSHUK,Maval,"Sr No. 315/16, Near ZP School, Somatane Gaon Tal Maval, Pune, Maharashtra",
"Realestate, Building & Construction",Sanitary Ware,Procare,Chikhali,"Procare, Dehu Alandi road, Chikhli, Pimpri chinchwad, Chikhali, Pune, Maharashtra",Chikhali
"Realestate, Building & Construction",Sanitary Ware,Paryavaran Solutions,Warje,"5/1, Swed Ganga Socity, Caynol Road,Warje,Pune, Maharashtra",Warje
"Realestate, Building & Construction",Sanitary Ware,Fibro Plast Doors Pvt Ltd.,Tilak Road,"12, Pendse Bhavan, Opp. Durvankur Dining Hall, Tilak Road,, Pune, Maharashtra",Tilak Road
"Realestate, Building & Construction",Sanitary Ware,Devkinandan Gaushala,Shirur,"Office No.-1914, Pandurang Sadan, At Post-Kawathe Yemai, Ganjewadi Road, Tehsil shirur, Pune, Maharashtra",Shirur
"Realestate, Building & Construction",Sanitary Ware,GIRISH INDUSTRIES,Pimpri Chinchwad,"S. No. 1543, Shop No. 4,, Siddhivinayak Industrial Estate, Chikhali MIDC Pune - 411062, Maharashtra, India, Pimpri Chinchwad",
"Realestate, Building & Construction",Sanitary Ware,Kaushal Enterprises,Pune,"Opposite CME Gate Near Hotel Darbar Dapodi Gate Pimpri Chinchwad, Pune, Maharashtra",
"Realestate, Building & Construction",Designer Tiles,NAMO PAVERS AND DESIGNER TILES,Pune,"Sr. No.-246, Near Datta Mandir, Lohegaon Road, Pune, Maharashtra",
"Realestate, Building & Construction",Designer Tiles,Geometric Steels Rollforming Pvt. Ltd.,Undri,"113/115, Runwal Diamond, Nibm – Corinthian Club Road, Undri, Pune, Maharashtra",
"Realestate, Building & Construction",Designer Tiles,Siddhitech Stainless Company,Pune,"Trimurti Ware Housing, Pune Satara Road, Near Durga Group Company, Gat No 715, Pune, Maharashtra",
"Realestate, Building & Construction",Designer Tiles,ECERAMALL INDIA & EXPORTS,Ambegaon Budruk,"34/15, Ambegaon BK, Near Beldare Petrol Pump, Pune - 411046, Dist. Pune, Maharashtra, Ambegaon Budruk",
"Realestate, Building & Construction",Designer Tiles,Mahalaxmi Enterprises,Karve Nagar,"Sr. No. 19, 31 Hingane Home Colony, Karve Nagar, Pune, Maharashtra",Karve Nagar
"Realestate, Building & Construction",Designer Tiles,STARMECK INDIA,Mundhwa,"A304, Shanti Elixier, Mundhwa, Pune, Maharashtra",Mundhwa
"Realestate, Building & Construction",Designer Tiles,Amar Floorings Pvt. Ltd.,Anand Nagar,"113,  - Nashik Highway, Eklahare, Anand Nagar, Pune, Maharashtra",
"Realestate, Building & Construction",Designer Tiles,Jay Samarth Roofing,Mulshi,"SR. NO. 24, HISSA NO. 2/4, FLAT NO. 402, RUDRAKSH APPARTMENT, MATALWADI, BHUGAON, Mulshi, Pune, Maharashtra",
"Realestate, Building & Construction",Designer Tiles,CONSOLIDATED IMPEX TRADING,Pisoli,"Ground Floor, Godown No.3, Sr.No. 44/3/9, Kalbhor Apartment, Pisoli Road, Padmavati Mandir,, Pune, Maharashtra",
"Realestate, Building & Construction",Designer Tiles,Neelanjan Corporate,Khed,At Post Moi  Tal Khed  District Pune  Pune - 410501  Maharashtra  India,
"Realestate, Building & Construction",Designer Tiles,G.R. Importers & Exporters,Baramati,"Flat No. 6, A Wing Satav Sankul, Karbhari Circle Kasba Baramati, Pune, Maharashtra",
"Realestate, Building & Construction",Designer Tiles,Trg International,Bavdhan,"Flat No 101, Sudha Narayan Apt, Survey No 14/16, Opp Maratha Mandir, Bavdhan Khurd, Pune, Maharashtra",Bavdhan
"Realestate, Building & Construction",Designer Tiles,Apram Swimming Pool Services,Sinhagad Road,"No. 4, Krushna Sunder Apartment, Sai Nagar, Hingne Khurd, Sinhagad Road, Pune, Maharashtra",Sinhagad Road
"Realestate, Building & Construction",Designer Tiles,Apram Pool,Sinhagad Road,"Shop No.4, Krushna Sundar Apt.,rnSai Nagar, Hingane Khurd,rnSinhagad Road, Pune – 411051, Maharashtra",Sinhagad Road
"Realestate, Building & Construction",Designer Tiles,Eceramall India LLP,Ambegaon Budruk,"Eceramall India and Exports, 34/15 Ambegaon (Bk), Near Beldare Petrol Pump, 411046 Pune Maharashtra, India, Ambegaon Budruk",
"Realestate, Building & Construction",Designer Tiles,Crystal Pools,Dhayari,"Dhayari Phata, Sinhagadh Road, 12 Pooja Apt Pune, Maharashtra",Dhayari
"Realestate, Building & Construction",Designer Tiles,Our Shop,Pune,"Pune, Maharashtra",
"Realestate, Building & Construction",Designer Tiles,Sonata Designer Tiles,Satara Road,"A 116, Gururaj Society, Padmavati, Pune Satara Road, Opp. Bikaner Sweet, Maharashtra",Satara Road
"Realestate, Building & Construction",Designer Tiles,Diamond Pools,Tingre Nagar,"B.U. Bhandari, Aakanksha, Shop No. 4 S.No. 33/2, Lane No. 14, Tingre Nagar, Pune, Maharashtra",Tingre Nagar
"Realestate, Building & Construction",Designer Tiles,Archana glossy tiles,Hingne Khurd,"NO-24, NANDED PHATA, NEAR VINAMRA ARTS, SINHAGAD RD, VITTALVADI, HINGNE KHURD, Pune, Maharashtra",
"Realestate, Building & Construction",Designer Tiles,ESTIQUE,Baner,"Office No. 4, Abhiman Shree Apartment 2 Off Baner Road, Aundh Sakal Nagar, Pune, Maharashtra",Baner
"Realestate, Building & Construction",Designer Tiles,Associated Pools,Sinhagad Road,"Associated Pools Ms. Yogini Shukla (proprietor) No. 16, Rashmi House, Lagad Mala, Sinhagad Road Pune - 411041, Maharashtra",Sinhagad Road
"Realestate, Building & Construction",Designer Tiles,JMD Sales,Pune,"155, Ganj Peth Timber Market, Near Business Plaza, Pune-411042, Maharashtra",
"Realestate, Building & Construction",Designer Tiles,Associated Engineers,Nanded City,"Konark Park, Sinhagad Road, Nanded City, Pune, Maharashtra",
"Realestate, Building & Construction",Designer Tiles,Deeher Gifts,Magarpatta,"S No. 151/14, Near Kalika dairyTilekar Wasti Magarpatta Hadapsar Back Side Of Mens Avenue Showroom, Pune - 411028, Maharashtra, India",Magarpatta
"Realestate, Building & Construction",Designer Tiles,Tile Nexus,Ganesh Nagar,Sr. No. 657 1 3 Godown C New Ganesh Nagar Opposite Shreeji Lawns Gangadham Kondhwa Road Near Mahavir Motors Kondhwa Pune-411037 Maharashtra,
"Realestate, Building & Construction",Designer Tiles,Shri Datta Enterprises Hadapsar Pune,Hadapsar,"Survey No. 206, Gosave Wasti, Hadapsar, Pune - 411028, Maharashtra",Hadapsar
"Realestate, Building & Construction",Designer Tiles,Omni Pools & Spas Pvt. Ltd.,Deccan Gymkhana,"No. 301, Anusaya Apartment, No. 588, Pulachiwadi, Deccan Gymkhana, Pune, Maharashtra",Deccan Gymkhana
"Realestate, Building & Construction",Designer Tiles,S Con Group,Lohegaon,"1st floor, Shinde Auto Main Road, Lohagaon, Lohegaon, Pune, Maharashtra",Lohegaon
"Realestate, Building & Construction",Designer Tiles,Bagrecha Glass House,Swargate,"Shop No. 10, 11 & 12, Poornima Tower, Seven Loves Chowk, Shankar Nath Road, Swargate, Pune, Maharashtra",Swargate
"Realestate, Building & Construction",Wood,Swadesh Ecoware,Pune,"Chinchwad Gaun Taluka Haveli, Pune, Maharashtra",
"Realestate, Building & Construction",Wood,GLOBAL GREEN ENVIRO SOLUTIONS,Sangvi,"Anand Nagar, Sangvi, Pune, Maharashtra",Sangvi
"Realestate, Building & Construction",Wood,Shree Industries,Uruli Kanchan,"Sahajpur , Tal - Daund, Uruli Kanchan, Pune, Maharashtra",Uruli Kanchan
"Realestate, Building & Construction",Wood,Myo Exporters,Talegaon,"D – 415, Xrbia Abode, Talegaon, Pune, Maharashtra",
"Realestate, Building & Construction",Wood,Aayra Agro Industries Private Limited,Dhankawadi,"Shivneri Building, plot no 1. .101 Raghavnagar, Dhankawadi, Pune, Maharashtra",Dhankawadi
"Realestate, Building & Construction",Wood,B.J.M Enterprises,Junnar,"Pimpary pendhar, Junnar, Pune, Maharashtra",
"Realestate, Building & Construction",Wood,Forculus Private Limited,Undri,"A3-103, Kumar Palmcrest, Undri-Pisoli Road, Near Kenzo Furniture, Pune, Maharashtra",
"Realestate, Building & Construction",Wood,Red Sandal Wood,Shivaji Nagar,"1131, Shivaji Nagar, Pune, Maharashtra",Shivaji Nagar
"Realestate, Building & Construction",Wood,Firewood supplier,Katraj,"Katraj pune, Maharashtra",Katraj
"Realestate, Building & Construction",Wood,Orions International,Kothrud,"Office no. 204,vrindavan complex.kothrud pune., Maharashtra",Kothrud
"Realestate, Building & Construction",Wood,Five star decor,Wagholi,"Kale odha kesanand road wagholi, Pune, Maharashtra",Wagholi
"Realestate, Building & Construction",Wood,Mangalya Agrofuel Industries,Pune,"A/P Perne Phata, Near New Toll Naka, Pune Nagar Road, Pune - 412216, Dist. Pune, Maharashtra",
"Realestate, Building & Construction",Wood,Madhus Pets & Aquaria,Ghorpadi,"Shop No. 1, Yashshree Complex, Bt Kawade Road, Ghorpadi, Pune, Maharashtra",
"Realestate, Building & Construction",Wood,Trisha Exim,Khadakwasla,"S.No 76/87, Plot no. 114, New Ahire Gaon, Khadakwasla, Pune, Maharashtra",Khadakwasla
"Realestate, Building & Construction",Wood,Sanghvi Godaji Manaji,Bhawani Peth,"37/B, New Timber Market, Bhawani Peth, , Pune, Maharashtra",
"Realestate, Building & Construction",Wood,Jaya Agencies,Bhawani Peth,"Shop No. 99, New Timber Market, Bhawani Peth, Bhavani Peth, Pune, Maharashtra",
"Realestate, Building & Construction",Wood,samarth udhog,Balapur,"Pune, Balapur, Maharashtra",
"Realestate, Building & Construction",Wood,Vaibhavlaxmi Timbers,Ganj Peth,"70/B, New Timber Market, Ganj Peth, Pune, Maharashtra",
"Realestate, Building & Construction",Wood,Famous Furniture & Interior Contractor,Kondhwa,"Fl-303, Royal Palace, S. No.-43/1B/24A, Mitha Nagar, Khurd Near Sheetal Petrol Pump, Kondhwa, Pune, Maharashtra",Kondhwa
"Realestate, Building & Construction",Wood,Whimsical Design's,Uruli Devachi,"Uruli devachi, Pune, Maharashtra",
"Realestate, Building & Construction",Wood,KRS GLOBAL,Pune,"Pune, Maharashtra",
"Realestate, Building & Construction",Wood,Daltam Warehouse,Pune,"No. 46/73, Samrat Ashok Road, Chandan Nagar, Pune, Maharashtra",
"Realestate, Building & Construction",Wood,Shree Enterprises,Khed,"Neharu Chowk, Rajgurunagar, Tal. Khed, Dist. , Pune, Maharashtra",
"Realestate, Building & Construction",Wood,MERAWAY,Pune,"Pune, Maharashtra",
"Realestate, Building & Construction",Wood,Yuvraj Enterprises,Pimpri Chinchwad,,
"Realestate, Building & Construction",Wood,Pluto,Pune,", Pune, Maharashtra",
"Realestate, Building & Construction",Wood,AltrossHub,Pune,", Pune, Maharashtra",
"Realestate, Building & Construction",Wood,Siddharth Agro,Manchar,"Sr. No. 145/3, Shewalwadi, Manchar Ambagaon, Pune, Maharashtra",Manchar
"Realestate, Building & Construction",Wood,V. K. Sanghvi,Bhawani Peth,"95, New Timber Market, Bhawani Peth, Pune, Maharashtra",
"Realestate, Building & Construction",Wood,Lagma Pharma,Bhosari,"Office No. 140, 141, G Wing, 1st floor, Jay Ganesh Samrajya, -Nasik Highway, Bhosari,  - 411039, Pune, Maharashtra",Bhosari
"Realestate, Building & Construction",Stainless Steel Pipes,Maharashtra Multi Distributors Ltd.,Hadapsar,"Plot No. 98/A-30, Industrial Estate, Behind Kirloskar Pneumatic Compan, Hadapsar, Pune, Maharashtra",Hadapsar
"Realestate, Building & Construction",Stainless Steel Pipes,Namonkar Electricals Pvt. Ltd.,Wadki,"Shed No. 2, Barate Industrial Estate, Sr. No. 1638, Jadhav Wasti, Wadki, Pune, Maharashtra",
"Realestate, Building & Construction",Stainless Steel Pipes,S INDIA MACHINES,Pune,"Gate No. 1403, Pune, Maharashtra",
"Realestate, Building & Construction",Stainless Steel Pipes,Saras Enterprises,Bhosari,"Plot No. - 18 C, Shop No. - 11, Lokesh Apartment, Telco - Bhosari Road, Yashwantnagar, Pimpri, Pune, Maharashtra",Bhosari
"Realestate, Building & Construction",Stainless Steel Pipes,VSM Plast,Pisoli,"Gat No. 45/2B, Near Orchid International School, Next to Mirchandani Bellagio Society, Pisoli, Pune, Maharashtra",
"Realestate, Building & Construction",Stainless Steel Pipes,Spreja Engineering,Shirur,"B.u. Bhandari Industrial Estate, Plot No. 18, Tal-shirur, Pune, Maharashtra",Shirur
"Realestate, Building & Construction",Stainless Steel Pipes,Pratik Stainlink Equipment Pvt. Ltd.,Tal. Bhor,"Gat No. 343/1, Near Junanjai Park, Kasurdi (Khe-ba), Tal. Bhor, Pune, Maharashtra",
"Realestate, Building & Construction",Stainless Steel Pipes,Fabri-tek Equipments Pvt. Ltd.,Bhosari,"Plot No. 423, J Block, MIDC, Bhosari Near Rich Ice Cream Company, Pune, Maharashtra",Bhosari
"Realestate, Building & Construction",Stainless Steel Pipes,Indomax,Kothrud,"NKB House, Survey No.98, Plot No.14, Bhusari Colony, Kothrud, Pune, Maharashtra",Kothrud
"Realestate, Building & Construction",Stainless Steel Pipes,Svamitva Steel Industries,Satara Road,"42, Electronic Co Operative Estate Limited,, Satara Road, Pune, Maharashtra",Satara Road
"Realestate, Building & Construction",Stainless Steel Pipes,Bhairav Steel,Pimpri Chinchwad,"Shop No 3, Trishul Apartment, Yeshwant Nagar, Telco Road, Pimpri, Pimpri Chinchwad, Pune, Maharashtra",
"Realestate, Building & Construction",Stainless Steel Pipes,Maruti Metal,Bhosari,"Plot No. Pap J-62 , MIDC, Bhosari, Pune, Maharashtra",Bhosari
"Realestate, Building & Construction",Stainless Steel Pipes,Shree Sawariya Marketing,Saswad,"S. No.- 144, Taluka Haveli, Uruli Devachi, Near Mantarwadi Phata, Pune - saswad Road, Fursungi, Maharashtra",Saswad
"Realestate, Building & Construction",Stainless Steel Pipes,SHREE KRISHNA STEEL,Chikhali,"SHOP NO.3 J 88 M I.D C PUNE BHOSARI, Chikhali, Maharashtra",Chikhali
"Realestate, Building & Construction",Stainless Steel Pipes,All Metal India Pvt. Ltd.,Rasta Peth,"94/2B,RASTA PETH, OPP. SWAMY NARAYAN MANDIR, NEAR K E M HOSPITAL, PUNE-411011., Maharashtra",
"Realestate, Building & Construction",Stainless Steel Pipes,Fabri - Tek Engineers,Pimpri Chinchwad,,
"Realestate, Building & Construction",Stainless Steel Pipes,Saksham Industries,Khed,"Gat No. 285, Nanekarwadi Chakan Taluka, Khed, Pune, Maharashtra",
"Realestate, Building & Construction",Stainless Steel Pipes,Wakai International,Chinchwad,"11, A 1104, Akshay Anantam, Datta Mandir Road, Shanti Juniors, Wakad, Pimpri, Chinchwad, Pune, Maharashtra",Chinchwad
"Realestate, Building & Construction",Stainless Steel Pipes,Technovision Engineers Pvt. Ltd.,Alandi,"Gat No. 1559-1560, Dehu Alandi Road, Shelarvasti, Chikhali,

,  - 412114. .A, Pune, Maharashtra",Alandi
"Realestate, Building & Construction",Stainless Steel Pipes,Paul Strips And Tubes Pvt. Ltd.,Jejuri,"E-19, MIDC Additional Area, Jejuri, Tal Purandar, Pune, Maharashtra",Jejuri
"Realestate, Building & Construction",Stainless Steel Pipes,SLE Pune,Kondhwa,"Sai Nagar, sukhsagar Road, Kondhwa, pune 411048, Maharashtra, India.",Kondhwa
"Realestate, Building & Construction",Stainless Steel Pipes,Shree Enterprises,Kondhwa,"Plot No 4 & 5, Sr. No. 32, Katraj-Hadapsar by-Pass Road, Opp. Balaji Hotel, Danny Mehata Nagar Industiral Area, Pisoli, Pune, Maharashtra - 411 048., Kondhwa",Kondhwa
"Realestate, Building & Construction",Stainless Steel Pipes,Met craft Industries,Bhosari,"Sector no, 19/2 Pune nashik highway Bhosari pune-411026, Maharashtra",Bhosari
"Realestate, Building & Construction",Stainless Steel Pipes,DL PNEUMATICS,Bhosari,"Plot No. BGP - 124 BG Block, Opp. JMB Tools, M.I.D.C. Bhosari, , Pune, Maharashtra",Bhosari
"Realestate, Building & Construction",Stainless Steel Pipes,Indway International,Model Colony,"501 Pride Paradise, Model Colony,Pune 411016, Maharashtra",Model Colony
"Realestate, Building & Construction",Stainless Steel Pipes,Suflon Industries,Kanhe,"Gat No. 451, Plot No. 6, Village Kanhe Maval, Pune, Maharashtra",
"Realestate, Building & Construction",Stainless Steel Pipes,Pharmaflex India Private Limited,Bhosari Midc,"Plot no. 188/17/32, T Block, Women’s Entrepreneurs Society,, Bhosari Midc, Pune, Maharashtra",
"Realestate, Building & Construction",Stainless Steel Pipes,Piyu Enterprises,Pimpri Chinchwad,,
"Realestate, Building & Construction",Stainless Steel Pipes,Industrial & Airpower Accessories,Hadapsar,"industrial & airpoweer accessories102 A hadapsar industrial estate near standard meter hadapsar, Pune, Maharashtra",Hadapsar
"Realestate, Building & Construction",Stainless Steel Pipes,Fast Active Technology,Kondhwa Budruk,"B702 Arihant Prathmesh Soc, Yewalewadi Road,Kondwa Bk, Kondhwa Budruk, Pune, Maharashtra",
"Realestate, Building & Construction",317 Stainless Steel Pipe,Saras Enterprises,Bhosari,"Plot No. - 18 C, Shop No. - 11, Lokesh Apartment, Telco - Bhosari Road, Yashwantnagar, Pimpri, Pune, Maharashtra",Bhosari
"Realestate, Building & Construction",317 Stainless Steel Pipe,Maharashtra Multi Distributors Ltd.,Hadapsar,"Plot No. 98/A-30, Industrial Estate, Behind Kirloskar Pneumatic Compan, Hadapsar, Pune, Maharashtra",Hadapsar
